Quizzer: [21:23:43] [34m[INFO][0m [<asynchronous suspension>] QuizzerLogger initialized with level: FINE. Logging to: runtime_cache\quizzer_log.txt
Quizzer: [21:23:43] [33m[WARNING][0m [#2      _QuizzerAppState.build (package:quizzer/main.dart:235)] _QuizzerAppState: BUILD CALLED. _criticalError is: null
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:57.578737_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:57.578737_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:57] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:57.578737_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:43.673277_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:43.673277_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:57] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:43.673277_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:37.836734_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:37.836734_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:57] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:37.836734_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T17:46:32.462485_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T17:46:32.462485_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:57] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T17:46:32.462485_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:17.625465_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:17.625465_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:57] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:17.625465_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:58.642047_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:57] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:58.642047_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:57] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:58.642047_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:57] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:57] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:49)] Database access passed to next in queue
Quizzer: [21:26:57] [34m[INFO][0m [#2      syncQuestionAnswerPairsInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:37)] SUCCESS: Synced 332 question_answer_pairs from cloud.
Quizzer: [21:26:57] [34m[INFO][0m [#2      runInitialInboundSync (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:262)] Using effective initial timestamp: 2005-05-27T16:26:57.580539Z
Quizzer: [21:26:57] [34m[INFO][0m [#2      syncUserQuestionAnswerPairsInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:46)] Syncing inbound user_question_answer_pairs for user 807ee3e9-2f8c-4d33-8976-810191df9b02 since 2005-05-27T16:26:57.580539Z...
Quizzer: [21:26:57] [34m[INFO][0m [#2      verifyMediaSyncStatusTable (package:quizzer/backend_systems/00_database_manager/tables/media_sync_status_table.dart:39)] media_sync_status table already exists.
Quizzer: [21:26:57] [34m[INFO][0m [#2      getExistingLocallyNotExternally (package:quizzer/backend_systems/00_database_manager/tables/media_sync_status_table.dart:193)] Fetching records from media_sync_status where exists_locally = 1 AND exists_externally = 0.
Quizzer: [21:26:57] [34m[INFO][0m [#2      getExistingLocallyNotExternally (package:quizzer/backend_systems/00_database_manager/tables/media_sync_status_table.dart:202)] SUCCESS: Fetched 0 records from media_sync_status that exist locally but not externally.
Quizzer: [21:26:57] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:57] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:53)] Database lock released
Quizzer: [21:26:57] [34m[INFO][0m [#2      MediaSyncWorker._processUploads (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:196)] MediaSyncWorker (_processUploads): Database access released after reading files to upload.
Quizzer: [21:26:57] [34m[INFO][0m [#2      MediaSyncWorker._processUploads (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:199)] MediaSyncWorker: No files found to upload.
Quizzer: [21:26:57] [34m[INFO][0m [#2      MediaSyncWorker._processDownloads (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:248)] MediaSyncWorker: Starting _processDownloads.
Quizzer: [21:26:57] [34m[INFO][0m [#2      DatabaseMonitor.requestDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:33)] Database access granted with lock
Quizzer: [21:26:57] [34m[INFO][0m [#2      verifyMediaSyncStatusTable (package:quizzer/backend_systems/00_database_manager/tables/media_sync_status_table.dart:39)] media_sync_status table already exists.
Quizzer: [21:26:57] [34m[INFO][0m [#2      getExistingExternallyNotLocally (package:quizzer/backend_systems/00_database_manager/tables/media_sync_status_table.dart:211)] Fetching records from media_sync_status where exists_externally = 1 AND (exists_locally = 0 OR exists_locally IS NULL).
Quizzer: [21:26:57] [34m[INFO][0m [#2      getExistingExternallyNotLocally (package:quizzer/backend_systems/00_database_manager/tables/media_sync_status_table.dart:220)] SUCCESS: Fetched 0 records from media_sync_status that exist externally but not locally (or local status unknown).
Quizzer: [21:26:57] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:57] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:53)] Database lock released
Quizzer: [21:26:57] [34m[INFO][0m [#2      MediaSyncWorker._processDownloads (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:255)] MediaSyncWorker (_processDownloads): Database access released after reading files to download.
Quizzer: [21:26:57] [34m[INFO][0m [#2      MediaSyncWorker._processDownloads (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:258)] MediaSyncWorker: No files found to download.
Quizzer: [21:26:57] [34m[INFO][0m [#2      MediaSyncWorker._performSync (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:142)] MediaSyncWorker: _performSync() finished.
Quizzer: [21:26:57] [34m[INFO][0m [#2      MediaSyncWorker._runLoop (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/media_sync_worker.dart:121)] MediaSyncWorker: Waiting for media sync status processed signal...
Quizzer: [21:26:57] [34m[INFO][0m [#2      syncUserQuestionAnswerPairsInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:56)] No new user_question_answer_pairs to sync.
Quizzer: [21:26:57] [34m[INFO][0m [#2      syncUserProfileInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:87)] Syncing inbound user profile for user 807ee3e9-2f8c-4d33-8976-810191df9b02 since 2005-05-27T16:26:57.580539Z...
Quizzer: [21:26:58] [34m[INFO][0m [#2      syncUserProfileInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:97)] No new user profile to sync.
Quizzer: [21:26:58] [34m[INFO][0m [#2      syncUserSettingsInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:158)] Syncing inbound user_settings for user 807ee3e9-2f8c-4d33-8976-810191df9b02 since 2005-05-27T16:26:57.580539Z...
Quizzer: [21:26:58] [34m[INFO][0m [#2      syncUserSettingsInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:170)] No new user_settings to sync for user 807ee3e9-2f8c-4d33-8976-810191df9b02.
Quizzer: [21:26:58] [34m[INFO][0m [#2      syncModulesInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:201)] Syncing inbound modules since 2005-05-27T16:26:57.580539Z...
Quizzer: [21:26:59] [34m[INFO][0m [#2      syncModulesInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:215)] Found 8 new/updated modules to sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.requestDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:33)] Database access granted with lock
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module is_vowel_or_consonant from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module is_vowel_or_consonant from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module Is Even Or Odd from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module Is Even Or Odd from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module elementary_addition from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module elementary_addition from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module periodic_table from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module periodic_table from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module general from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module general from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module CLEP Western Civ II from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module CLEP Western Civ II from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module Dummy Module from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module Dummy Module from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:329)] Upserting module Kindergarten rhyming from inbound sync...
Quizzer: [21:26:59] [34m[INFO][0m [#2      upsertModuleFromInboundSync (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:347)] SUCCESS: Successfully upserted module Kindergarten rhyming from inbound sync.
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:53)] Database lock released
Quizzer: [21:26:59] [34m[INFO][0m [#2      syncModulesInbound (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:238)] SUCCESS: Synced 8 modules from cloud.
Quizzer: [21:26:59] [34m[INFO][0m [#2      runInitialInboundSync (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_functions.dart:291)] SUCCESS: Initial inbound sync completed successfully.
Quizzer: [21:26:59] [34m[INFO][0m [#2      InboundSyncWorker._runLoop (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_worker.dart:91)] Entering InboundSyncWorker _runLoop()...
Quizzer: [21:26:59] [34m[INFO][0m [#2      InboundSyncWorker._runLoop (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_worker.dart:93)] InboundSyncWorker: Waiting for sync signal...
Quizzer: [21:26:59] [34m[INFO][0m [#2      InboundSyncWorker.start (package:quizzer/backend_systems/00_database_manager/cloud_sync_system/inbound_sync/inbound_sync_worker.dart:66)] InboundSyncWorker started and initial sync performed.
Quizzer: [21:26:59] [34m[INFO][0m [#2      SessionManager._initializeLogin (package:quizzer/backend_systems/session_manager/session_manager.dart:266)] SessionManager: InboundSyncWorker started and initial sync completed.
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:164)] Starting module build process in isolate
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.requestDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:33)] Database access granted with lock
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:178)] Retrieved 563 question-answer pairs
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueModuleNames (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:29)] Starting to gather unique module names from question-answer pairs
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueModuleNames (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:37)] Found 6 unique module names
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueModuleNames (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:38)] SUCCESS: Successfully gathered unique module names
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 52 question IDs for module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 7465dce6-abcf-4963-92a1-30dd7118c23a
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
Quizzer: [21:26:59] [34m[INFO][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:192)] Fetching module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [36m[DEBUG][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:230)] Retrieved and processed module: {module_name: is_vowel_or_consonant, description: Module for is_vowel_or_consonant, primary_subject: null, subjects: null, related_concepts: null, question_ids: null, creation_date: null, creator_id: null, total_questions: null}
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module is_vowel_or_consonant updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: is_vowel_or_consonant
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 100 question IDs for module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 7465dce6-abcf-4963-92a1-30dd7118c23a
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
Quizzer: [21:26:59] [34m[INFO][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:192)] Fetching module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [36m[DEBUG][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:230)] Retrieved and processed module: {module_name: Is Even Or Odd, description: Module for Is Even Or Odd, primary_subject: null, subjects: null, related_concepts: null, question_ids: null, creation_date: null, creator_id: null, total_questions: null}
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module Is Even Or Odd updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: Is Even Or Odd
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: elementary_addition
