================================================================================
FEATURE ANALYSIS (PRE-TRAINING)
================================================================================
Dataset: 3044 samples x 1490 features
Target: response_result
Target distribution: {1: 2831, 0: 213}
================================================================================

TOP 50 FEATURES - CORRELATION WITH TARGET
------------------------------------------------------------
 1. accuracy_rate                                 | 0.296397
46. rs_7                                          | 0.156609
47. mvec_decision trees_num_tf                    | 0.156198
48. mvec_decision trees_num_mcq                   | 0.156198
49. mvec_decision trees_num_total                 | 0.156198
50. mvec_decision trees_total_seen                | 0.156198

================================================================================
TOP 50 FEATURES - MUTUAL INFORMATION
------------------------------------------------------------
 1. qv_43                                         | 0.051628
 2. qv_228                                        | 0.047368
 3. qv_41                                         | 0.047132
 4. qv_567                                        | 0.045967
 5. qv_401                                        | 0.045823
 6. qv_287                                        | 0.045635
 7. qv_744                                        | 0.045478
 8. qv_690                                        | 0.045133
 9. qv_120                                        | 0.044938
10. qv_103                                        | 0.044688
11. qv_435                                        | 0.044660
12. qv_473                                        | 0.044491
13. qv_178                                        | 0.044305
14. qv_698                                        | 0.044143
15. qv_587                                        | 0.044141
16. qv_320                                        | 0.044091
17. qv_657                                        | 0.043928
18. qv_714                                        | 0.043673
19. qv_655                                        | 0.043562
20. qv_621                                        | 0.043555
21. qv_100                                        | 0.043509
22. qv_483                                        | 0.043448
23. qv_186                                        | 0.043410
24. qv_391                                        | 0.043216
25. qv_208                                        | 0.043173
26. qv_250                                        | 0.043077
27. qv_570                                        | 0.043042
28. qv_70                                         | 0.042915
29. qv_229                                        | 0.042869
30. qv_377                                        | 0.042863
31. qv_165                                        | 0.042842
32. qv_26                                         | 0.042809
33. qv_635                                        | 0.042804
34. qv_1                                          | 0.042801
35. revision_streak                               | 0.042793
36. qv_757                                        | 0.042680
37. qv_137                                        | 0.042656
38. qv_105                                        | 0.042596
39. qv_259                                        | 0.042524
40. qv_766                                        | 0.042454
41. qv_686                                        | 0.042443
42. qv_384                                        | 0.042393
43. qv_615                                        | 0.042372
44. qv_592                                        | 0.042219
45. qv_446                                        | 0.042155
46. qv_598                                        | 0.042153
47. qv_270                                        | 0.042073
48. qv_304                                        | 0.041771
49. qv_516                                        | 0.041674
50. qv_397                                        | 0.041593

================================================================================
FEATURE IMPORTANCE BY PREFIX (Mean MI)
------------------------------------------------------------
 1. revision             | 0.042793 (   1 features)
 2. avg                  | 0.040306 (   1 features)
 3. accuracy             | 0.036518 (   1 features)
 4. attempt              | 0.035832 (   1 features)
 5. qv                   | 0.033964 ( 768 features)
 6. days                 | 0.032248 (   2 features)
 7. was                  | 0.032059 (   1 features)
 8. total                | 0.023084 (   3 features)
 9. rs                   | 0.014406 (   9 features)
10. user                 | 0.013448 (  51 features)
11. mvec                 | 0.007844 ( 589 features)
12. question             | 0.003302 (   5 features)
13. module               | 0.002562 (  54 features)
14. num                  | 0.002191 (   4 features)

================================================================================
TOP MODULE PERFORMANCE FEATURES
------------------------------------------------------------
 1. mvec_algebra 1_days_since_last_seen           | 0.026980
 2. mvec_biology_total_seen                       | 0.004044
 3. mvec_biology_total_correct_attempts           | 0.020279
 4. mvec_biology_avg_attempts_per_question        | 0.007540
 5. mvec_biology_num_total                        | 0.012418
 6. mvec_biology_percentage_seen                  | 0.000000
 7. mvec_biology_num_fitb                         | 0.020765
 8. mvec_biology_overall_accuracy                 | 0.001108
 9. mvec_biology_num_tf                           | 0.008256
10. mvec_biology_num_mcq                          | 0.011510
11. mvec_biology_total_attempts                   | 0.012105
12. mvec_biology_days_since_last_seen             | 0.003295
13. mvec_biology_num_sata                         | 0.007294
14. mvec_biology_total_incorrect_attempts         | 0.008904
15. mvec_biology_avg_reaction_time                | 0.008854
16. mvec_calculus 1_total_seen                    | 0.000000
17. mvec_calculus 1_total_correct_attempts        | 0.002583
18. mvec_calculus 1_avg_attempts_per_question     | 0.004951
19. mvec_calculus 1_num_total                     | 0.000064
20. mvec_calculus 1_percentage_seen               | 0.000366

================================================================================
POTENTIAL NOISE FEATURES (Low Correlation & Low MI)
Threshold: Corr < 0.022886, MI < 0.006476
Total: 122 features
------------------------------------------------------------
 1. accuracy_rate                                 | Corr: 0.296397 | MI: 0.036518
 2. module_name_chemistry and structural biology  | Corr: 0.011743 | MI: 0.000848
 3. module_name_java data types                   | Corr: 0.000323 | MI: 0.000000
 4. module_name_java general principles           | Corr: 0.032425 | MI: 0.000000
 5. module_name_java syntax                       | Corr: 0.020800 | MI: 0.002530
 6. module_name_trigonometry                      | Corr: 0.009083 | MI: 0.003686
 7. mvec_acid base_overall_accuracy               | Corr: 0.034202 | MI: 0.015167
 8. mvec_acid base_percentage_seen                | Corr: 0.040008 | MI: 0.001134
 9. mvec_biology_days_since_last_seen             | Corr: 0.037998 | MI: 0.003295
10. mvec_biology_num_fitb                         | Corr: 0.028957 | MI: 0.020765
11. mvec_biology_percentage_seen                  | Corr: 0.021252 | MI: 0.000000
12. mvec_calculus 1_overall_accuracy              | Corr: 0.044826 | MI: 0.000194
13. mvec_calculus 1_percentage_seen               | Corr: 0.038560 | MI: 0.000366
14. mvec_cell and biomolecules_num_tf             | Corr: 0.109398 | MI: 0.009030
15. mvec_cell and fluid dynamics_percentage_seen  | Corr: 0.047474 | MI: 0.000000
16. mvec_cell and fluid dynamics_total_correct_attempts | Corr: 0.060485 | MI: 0.023133
17. mvec_cell and fluid dynamics_total_seen       | Corr: 0.011469 | MI: 0.000796
18. mvec_cell and transport_days_since_last_seen  | Corr: 0.048180 | MI: 0.008976
19. mvec_cell and transport_num_mcq               | Corr: 0.056481 | MI: 0.000685
20. mvec_cell and transport_overall_accuracy      | Corr: 0.052971 | MI: 0.007743
21. mvec_chemistry and structural biology_days_since_last_seen | Corr: 0.048793 | MI: 0.010379
22. mvec_chemistry and structural biology_num_mcq | Corr: 0.041535 | MI: 0.009278
23. mvec_chemistry and structural biology_overall_accuracy | Corr: 0.039619 | MI: 0.016542
24. mvec_chemistry and structural biology_total_attempts | Corr: 0.034719 | MI: 0.013909
25. mvec_chemistry and structural biology_total_incorrect_attempts | Corr: 0.109002 | MI: 0.014848
26. mvec_clep western civ ii_avg_attempts_per_question | Corr: 0.021414 | MI: 0.023488
27. mvec_clep western civ ii_days_since_last_seen | Corr: 0.015467 | MI: 0.000000
28. mvec_clep western civ ii_num_total            | Corr: 0.005809 | MI: 0.000000
29. mvec_clep western civ ii_total_correct_attempts | Corr: 0.021247 | MI: 0.018563
30. mvec_code of life_num_fitb                    | Corr: 0.040203 | MI: 0.000000
31. mvec_code of life_percentage_seen             | Corr: 0.040821 | MI: 0.000000
32. mvec_code of life_total_seen                  | Corr: 0.036938 | MI: 0.000493
33. mvec_cost function_total_incorrect_attempts   | Corr: 0.059685 | MI: 0.000000
34. mvec_decision trees_avg_attempts_per_question | Corr: 0.176841 | MI: 0.016771
35. mvec_decision trees_num_tf                    | Corr: 0.156198 | MI: 0.005547
36. mvec_decision trees_num_total                 | Corr: 0.156198 | MI: 0.005369
37. mvec_decision trees_percentage_seen           | Corr: 0.156198 | MI: 0.004195
38. mvec_disease managment_total_seen             | Corr: 0.053195 | MI: 0.000000
39. mvec_environmental biology and chemistry_percentage_seen | Corr: 0.150327 | MI: 0.001439
40. mvec_history of biology_avg_reaction_time     | Corr: 0.050862 | MI: 0.003039
41. mvec_history of biology_total_incorrect_attempts | Corr: 0.052497 | MI: 0.003518
42. mvec_history of machine learning_total_seen   | Corr: 0.037254 | MI: 0.007062
43. mvec_id3 algorithm_avg_reaction_time          | Corr: 0.148932 | MI: 0.006880
44. mvec_id3 algorithm_total_attempts             | Corr: 0.148932 | MI: 0.003948
45. mvec_introductory computer science with python_days_since_last_seen | Corr: 0.044024 | MI: 0.013456
46. mvec_introductory computer science with python_num_tf | Corr: 0.018212 | MI: 0.009900
47. mvec_introductory computer science with python_total_attempts | Corr: 0.012375 | MI: 0.017819
48. mvec_introductory computer science with python_total_incorrect_attempts | Corr: 0.064941 | MI: 0.000000
49. mvec_introductory geology_percentage_seen     | Corr: 0.043794 | MI: 0.000000
50. mvec_introductory geology_total_seen          | Corr: 0.043794 | MI: 0.000000
51. mvec_java general principles_avg_attempts_per_question | Corr: 0.065325 | MI: 0.006479
52. mvec_java syntax_avg_reaction_time            | Corr: 0.065458 | MI: 0.015839
53. mvec_java syntax_num_fitb                     | Corr: 0.000611 | MI: 0.003240
54. mvec_java syntax_overall_accuracy             | Corr: 0.003432 | MI: 0.013544
55. mvec_k-nearest neighbors_days_since_last_seen | Corr: 0.159737 | MI: 0.008673
56. mvec_least squares method_num_mcq             | Corr: 0.050025 | MI: 0.000000
57. mvec_least squares method_total_attempts      | Corr: 0.128056 | MI: 0.008534
58. mvec_least squares method_total_incorrect_attempts | Corr: 0.076040 | MI: 0.000550
59. mvec_linux command line_avg_attempts_per_question | Corr: 0.158448 | MI: 0.007367
60. mvec_neural networks_avg_reaction_time        | Corr: 0.191888 | MI: 0.010590
61. mvec_ridge regression_overall_accuracy        | Corr: 0.044460 | MI: 0.006475
62. mvec_ridge regression_percentage_seen         | Corr: 0.051076 | MI: 0.002008
63. mvec_ridge regression_total_seen              | Corr: 0.051498 | MI: 0.001135
64. mvec_scientific theory_num_total              | Corr: 0.053122 | MI: 0.000000
65. mvec_side chain chemistry_avg_attempts_per_question | Corr: 0.130348 | MI: 0.003163
66. mvec_side chain chemistry_avg_reaction_time   | Corr: 0.130348 | MI: 0.005832
67. mvec_side chain chemistry_days_since_last_seen | Corr: 0.006423 | MI: 0.016014
68. mvec_side chain chemistry_percentage_seen     | Corr: 0.130348 | MI: 0.004973
69. mvec_side chain chemistry_total_attempts      | Corr: 0.130348 | MI: 0.004336
70. mvec_side chain chemistry_total_incorrect_attempts | Corr: 0.130348 | MI: 0.003477
71. mvec_side chain chemistry_total_seen          | Corr: 0.130348 | MI: 0.001844
72. mvec_statistical basics_avg_attempts_per_question | Corr: 0.028402 | MI: 0.015012
73. mvec_statistical basics_num_total             | Corr: 0.054097 | MI: 0.002069
74. mvec_statistical basics_overall_accuracy      | Corr: 0.054097 | MI: 0.002647
75. mvec_statistical basics_percentage_seen       | Corr: 0.054097 | MI: 0.002222
76. mvec_statistics_days_since_last_seen          | Corr: 0.061851 | MI: 0.020555
77. mvec_statistics_num_tf                        | Corr: 0.016063 | MI: 0.000000
78. mvec_statistics_overall_accuracy              | Corr: 0.055246 | MI: 0.016087
79. mvec_statistics_total_seen                    | Corr: 0.007738 | MI: 0.000000
80. mvec_support vector machines_days_since_last_seen | Corr: 0.018273 | MI: 0.022403
81. mvec_thermodynamics_avg_reaction_time         | Corr: 0.042290 | MI: 0.014721
82. mvec_thermodynamics_days_since_last_seen      | Corr: 0.028405 | MI: 0.016556
83. mvec_thermodynamics_num_total                 | Corr: 0.052994 | MI: 0.000248
84. mvec_thermodynamics_overall_accuracy          | Corr: 0.037473 | MI: 0.000000
85. mvec_thermodynamics_percentage_seen           | Corr: 0.037473 | MI: 0.004745
86. mvec_trigonometry_num_mcq                     | Corr: 0.007002 | MI: 0.000000
87. mvec_trigonometry_num_tf                      | Corr: 0.007002 | MI: 0.000322
88. mvec_trigonometry_num_total                   | Corr: 0.007002 | MI: 0.003838
89. mvec_trigonometry_overall_accuracy            | Corr: 0.021270 | MI: 0.024819
90. mvec_trigonometry_total_incorrect_attempts    | Corr: 0.038432 | MI: 0.000000
91. num_blanks                                    | Corr: 0.039522 | MI: 0.003746
92. num_sata_options                              | Corr: 0.045879 | MI: 0.000045
93. question_type_fill_in_the_blank               | Corr: 0.066970 | MI: 0.006752
94. rs_4                                          | Corr: 0.003745 | MI: 0.011848
95. user_stats_consecutive_incorrect_streak       | Corr: 0.075879 | MI: 0.004806
96. user_stats_global_fitb_accuracy               | Corr: 0.011502 | MI: 0.006524
97. user_stats_global_mcq_accuracy                | Corr: 0.013985 | MI: 0.015660
98. user_stats_global_sata_accuracy               | Corr: 0.064252 | MI: 0.023044
99. user_stats_global_so_accuracy                 | Corr: 0.059396 | MI: 0.000000
100. user_stats_max_correct_streak_achieved        | Corr: 0.133012 | MI: 0.018289
101. user_stats_today_fitb_accuracy_rate           | Corr: 0.043682 | MI: 0.022084
102. user_stats_today_fitb_correct_attempts        | Corr: 0.079793 | MI: 0.018218
103. user_stats_today_fitb_incorrect_attempts      | Corr: 0.090476 | MI: 0.011297
104. user_stats_today_fitb_total_attempts          | Corr: 0.083544 | MI: 0.023813
105. user_stats_today_incorrect_attempts           | Corr: 0.131158 | MI: 0.011340
106. user_stats_today_mcq_total_attempts           | Corr: 0.124362 | MI: 0.006833
107. user_stats_today_sata_accuracy_rate           | Corr: 0.034628 | MI: 0.008466
108. user_stats_today_sata_incorrect_attempts      | Corr: 0.170911 | MI: 0.001679
109. user_stats_today_so_total_attempts            | Corr: 0.002442 | MI: 0.000000
110. user_stats_today_tf_correct_attempts          | Corr: 0.141427 | MI: 0.021369
111. user_stats_today_tf_incorrect_attempts        | Corr: 0.049904 | MI: 0.009379
112. user_stats_today_total_attempts               | Corr: 0.109876 | MI: 0.013520
113. user_stats_total_correct_attempts             | Corr: 0.025650 | MI: 0.019354
114. user_stats_total_fitb_attempts                | Corr: 0.017047 | MI: 0.023155
115. user_stats_total_mcq_incorrrect_attempts      | Corr: 0.037050 | MI: 0.013998
116. user_stats_total_non_circ_questions           | Corr: 0.156950 | MI: 0.017101
117. user_stats_total_sata_correct_attempts        | Corr: 0.042655 | MI: 0.011501
118. user_stats_total_sata_incorrrect_attempts     | Corr: 0.158241 | MI: 0.010977
119. user_stats_total_so_attempts                  | Corr: 0.004753 | MI: 0.005390
120. user_stats_total_so_correct_attempts          | Corr: 0.004753 | MI: 0.001821
121. user_stats_total_tf_attempts                  | Corr: 0.050636 | MI: 0.027534
122. user_stats_total_tf_incorrrect_attempts       | Corr: 0.041116 | MI: 0.010261
